id,name,size,email,phone,website,address,city,rating,reviews,source,last_updated
ChIJif5GoMbetkARMlOCgEWOgoc,AD Garage Nalba Service,large,posstavbussines@gmail.com,0745 095 069,https://nalba.ro/,"Strada Brăilei 219, 800409 Galați, România",800409 Galați,4.2,234,google_places,2026-02-11T11:01:55Z
ChIJk5L7WrLftkARF_gvljY2KqE,Zetec Service,large,,0747 024 282,http://www.zetec.ro/zetec-service--galati-str-moruzzi-nr-58--interior_P26,"Strada Alexandru Moruzzi Nr. 58, Galați, România",Galați,4.1,263,google_places,2026-02-11T11:01:58Z
ChIJeSO_ZojetkARbq75EOFYt14,Bonjour Service Auto | Galati,small,reparatii@serviceautogalati.ro,0756 963 678,http://www.serviceautogalati.ro/contact.html,"Drumul de Centură 54, 800402 Galați, România",800402 Galați,4,6,google_places,2026-02-11T11:01:59Z
ChIJpyDi2F3etkAR-X1LRohHtI0,Safe Service,medium,,0742 978 324,http://www.facebook.com/safeservicegalati/,"Str. Panu Vasile, Cpt 34, 800316 Galați, România",800316 Galați,4.3,59,google_places,2026-02-11T11:02:00Z
ChIJfSVR_oTetkARwDxx_vW1mHs,Castrol Service Iulizeni Service Auto,medium,,,,"Drumul de Centură 50, 800402 Galați, România",800402 Galați,4.5,72,google_places,2026-02-11T11:02:00Z
ChIJEYcSw5nftkARXtQDpurWkUE,"Autoalci - Service Auto, Revizie, Diagnoza Auto Galati. Service Clima, Incarcare Freon Auto, Reparatii Cutii de Viteze Galati",small,boatsgalsrl@yahoo.ro,0742 066 874,https://www.auto-rom.ro/service-auto/galati/autoalci-service-auto,"Strada Tecuci 163, 800552 Galați, România",800552 Galați,4.7,14,google_places,2026-02-11T11:02:01Z
ChIJv6pzvLjftkAReNI8SHCOTUY,Hobby car self service,small,,0748 756 685,,"Strada Gării 8, Galați, România",Galați,4.8,42,google_places,2026-02-11T11:02:01Z
ChIJMaKH27fftkARK3uhkgdMUZ8,Autoplus-Service auto,medium,,0747 221 548,,"Strada Brăilei 160, 800367 Galați, România",800367 Galați,4.1,92,google_places,2026-02-11T11:02:02Z
ChIJ6zcWFIlJskAROla4Ydb5d4I,"AUTOKAT Service Auto Ploiesti. Vopsitorie, Tinichigerie Auto Ploiesti. Mecanica, Revizie Auto, Incarcare Freon Ploiesti",large,,0723 094 429,http://centruldeavarii.ro/,"Strada Mărășești 416A, 100010 Ploiești, România",100010 Ploiești,4.2,360,google_places,2026-02-11T11:02:05Z
ChIJ3dFo4X9JskARzsmDR5dRJwM,Latin Service Auto,medium,,0722 444 117,https://www.facebook.com/latinserviceploiesti,"Strada Târgoviștei 14Bis, 100299 Ploiești, România",100299 Ploiești,4.7,111,google_places,2026-02-11T11:02:06Z
ChIJ5fojfZ9LskARglOV6P7T-44,AutoMogul,medium,office@automogul.ro,0725 318 318,http://www.automogul.ro/,"Strada Găgeni nr. 92A, 100137 Ploiești, România",100137 Ploiești,4.7,181,google_places,2026-02-11T11:02:13Z
ChIJiUxUyHs3skAReLGqZEhjdus,Service Ovidoi,medium,,0768 158 848,https://www.serviceautoploiesti.ro/Service_auto/detalii-Ovidoi_Prod_-_Mecanica_%7C_Montaj_GPL_%7C_Geometrie_roti,"Bulevardul București 84, 107059 Ploiești, România",107059 Ploiești,4.7,104,google_places,2026-02-11T11:02:29Z
ChIJlWpWtXxJskARtTp2sSiil9I,Dacia Nicogel Serv Ploiești,large,oferte@nicogel.ro,0731 365 097,http://www.nicogel.ro/,"Strada Poligonului 1, 100070 Ploiești, România",100070 Ploiești,4.9,537,google_places,2026-02-11T11:02:30Z
ChIJt9Huj8BJskARAXHIXXeTVf0,Test Clau Auto SRL,large,,0724 096 601,,"Strada Mimiului, Ploiești, România",Ploiești,4.7,240,google_places,2026-02-11T11:02:31Z
ChIJzeyInc1LskARNeWdqZwyU2A,Modusauto service Auto Check Center,medium,,0748 238 755,https://modusauto.lovable.app/,"Strada Găgeni 92A, 100137 Ploiești, România",100137 Ploiești,4.2,111,google_places,2026-02-11T11:02:32Z
ChIJ_yNKEC1KskAR7N_WJa3lj70,Iany Service,medium,,0725 512 301,https://www.serviceautoploiesti.ro/Service_auto/detalii-IANY_SERVICE,"Strada Găgeni 67-69, 100137 Ploiești, România",100137 Ploiești,4.1,109,google_places,2026-02-11T11:02:48Z
ChIJY13tMlJJskARFkn46bD94hw,AUTOVIVA SERVICE SRL,medium,,0742 272 327,,"Strada Târgoviștei 14, 100299 Ploiești, România",100299 Ploiești,4.1,149,google_places,2026-02-11T11:02:48Z
ChIJq6JLbPFJskAR5fFKLUYNxTs,M & I ATANASIU SERV AUTO,large,,0244 571 627,,"Strada Armașilor 14, 100583 Ploiești, România",100583 Ploiești,4.3,301,google_places,2026-02-11T11:02:49Z
ChIJs_52aO1LskARrWvb7x37Mok,"Schimb ulei si filtre, Prestari Servicii",medium,,,,"Strada Gheorghe Doja 114, 100164 Ploiești, România",100164 Ploiești,4.6,77,google_places,2026-02-11T11:02:49Z
ChIJY_GLBGtKskAR2YvpNLKJORA,Arena Auto,large,office@ploiesti.toyota.ro,0244 544 745,https://www.toyotaploiesti.ro/,"Strada Ștrandului 60, 100189 Ploiești, România",100189 Ploiești,4.7,688,google_places,2026-02-11T11:02:51Z
ChIJlcF3H7xJskARVomEeA2lmNs,Statie ITP - Menten Auto Tehnic,small,,0722 989 901,,"Strada Târgoviștei 1, 100299 Ploiești, România",100299 Ploiești,4.9,46,google_places,2026-02-11T11:02:51Z
ChIJ4xTEIwBJskARXCYCVlQO_Xc,WASCH AUTO SERVICE,small,,0758 058 223,https://waschauto.ro/,"Strada Tunari 1a, Ploiești, România",Ploiești,4.8,16,google_places,2026-02-11T11:02:52Z
ChIJBd3QcJ1JskARI5gWrTfWJnc,Bosch Car Service - Eka Trust,large,,0244 597 700,https://www.ekatrust.ro/,"Strada Gheorghe Grigore Cantacuzino 202, 100507 Ploiești, România",100507 Ploiești,3.8,2147,google_places,2026-02-11T11:02:54Z
ChIJ27H3UaZLskARjdNf9Ch-UdQ,SC Mardo Motor Serv SRL,small,marian.dobrinescu@gmail.com,0722 426 737,http://www.mardomotor.ro/,"Strada Cornățel 35, 100439 Ploiești, România",100439 Ploiești,4.9,33,google_places,2026-02-11T11:02:55Z
ChIJgw0YKylLskARtOMJ5bdyIE0,ADMAR AUTO SERVICE,small,,0729 411 205,,"Strada Văleni, 107071 Ploiești, România",107071 Ploiești,4.6,41,google_places,2026-02-11T11:02:56Z
ChIJbVi-Sh5KskARZB3x6EtWawE,Service Clima Auto,medium,,0734 342 324,https://incarcare-freon-ploiesti.ro/,"Strada Pielari 13, 100437 Ploiești, România",100437 Ploiești,3.8,169,google_places,2026-02-11T11:02:57Z
ChIJUVUUqZ1JskARZv0fMCh_8x8,ELECTRICA AUTO Adrian P.F.A.,medium,,0720 905 161,,"Strada Reconstrucției 1, 100511 Ploiești, România",100511 Ploiești,4.5,80,google_places,2026-02-11T11:02:57Z
ChIJcbJVkelJskARH2cU4TwUu8c,Vulcanizare Service Roți Ploiești Sud KTF,large,,0761 632 899,,"Strada Depoului nr.7, 107059 Ploiești, România",107059 Ploiești,4.5,299,google_places,2026-02-11T11:02:58Z
ChIJX-SrHHw5RkcRe0cMLlK13Go,Service Auto Oradea,medium,,0752 532 678,,"Calea Clujului 161, 410562 Oradea, România",410562 Oradea,5,108,google_places,2026-02-11T11:03:01Z
ChIJgQJoUTJGRkcRPKHP9pC2EJ4,Service Auto Oradea - Activ Service,medium,,0728 906 909,http://activ-service.ro/,"Str. Ovid Densușianu 52, 410172 Oradea, România",410172 Oradea,4.4,163,google_places,2026-02-11T11:03:03Z
ChIJx4rvl0M4RkcR0B_uwnrOlHk,Castrol Service Automond,large,,,https://www.automond.ro/,"Str. Ogorului 47, 410544 Oradea, România",410544 Oradea,4.7,335,google_places,2026-02-11T11:03:05Z
ChIJicGaADc4RkcRhz1AGc3pKow,Service Casa,large,office@casa-service.ro,0728 870 707,http://www.casa-service.ro/,"Bronx, Str. Ogorului 146A, Oradea, România",Oradea,4.7,208,google_places,2026-02-11T11:03:07Z
ChIJy8CHiuRHRkcRdk5BKQjUbFw,I.I.Nagy Iosif Tiberiu,medium,,0729 093 722,https://www.autoservice-oradea.ro/,"Strada Dobrogei 33, 410526 Oradea, România",410526 Oradea,5,65,google_places,2026-02-11T11:03:08Z
ChIJ9Q_ll7RHRkcR1eH6cADzZGc,DORAVEN SERVICE - ITP - TAHOGRAFE,large,office@pole.ro,0748 599 183,https://www.autocheckcenter.ro/service/421/doraven-serv-srl/,"Calea Sântandrei 28C, 410238 Oradea, România",410238 Oradea,4.8,278,google_places,2026-02-11T11:03:10Z
ChIJuei76I1HRkcRiyU_NkNShHk,Service Tinichigerie Vopsitorie Auto - Centru Constatare Daune - Auto Damage Premium Service SRL ORADEA,medium,,0763 311 113,,"Strada Corneliu Baba 5, 410237 Oradea, România",410237 Oradea,4.7,65,google_places,2026-02-11T11:03:10Z
ChIJ3VMfVu1HRkcROfjU-8r2mWM,Service Auto Dorex,medium,,0259 413 265,http://www.dorexauto.ro/,"Strada Cloșca 54, 410081 Oradea, România",410081 Oradea,4.5,64,google_places,2026-02-11T11:03:12Z
ChIJC4WULI1IRkcRnxCTo1_0_J8,Bonis Service,large,,0740 439 921,,"Strada Matei Corvin 1/A, 410140 Oradea, România",410140 Oradea,4.8,337,google_places,2026-02-11T11:03:12Z
ChIJbZylFe5HRkcR8EzJDTv7Un4,RomSoft Diagnoza - Service Auto,medium,,0742 125 949,https://www.romsoft-diagnoza-service.ro/,"Strada Ciheiului 53b, 410545 Oradea, România",410545 Oradea,4.9,145,google_places,2026-02-11T11:03:28Z
ChIJzT8XKulHRkcRkoaCERVQ51A,AutoServ ITP Auto - Moto & Service Auto Oradea,medium,,0728 317 485,http://auto-serv.ro/,"Strada Mihail Kogălniceanu 26, 410074 Oradea, România",410074 Oradea,4.1,174,google_places,2026-02-11T11:03:30Z
ChIJV_LQ7Xs4RkcRXhWz4WmM3Xo,ADA SERVICE,medium,,0742 249 093,http://frecvent.ro/,"Str. Ogorului 111a, 410554 Oradea, România",410554 Oradea,4.8,94,google_places,2026-02-11T11:03:31Z
ChIJSTmCp8RHRkcR4pfaw6gPIgg,Pierre com srl,medium,,0770 226 688,https://www.paginiaurii.ro/companii/ORADEA/L4893838/PIERRE+COM+SRL/,"Str. Ogorului 150, 410554 Oradea, România",410554 Oradea,4.8,197,google_places,2026-02-11T11:03:33Z
ChIJicGaADc4RkcRBpO03YYENco,Kafer,medium,,0744 572 487,http://www.kaferservice.ro/,"Str. Ogorului 62A, Oradea, România",Oradea,4.6,143,google_places,2026-02-11T11:03:34Z
ChIJR2K-CsZHRkcRmd8qjryafzQ,Auto Check Center,medium,,0755 114 000,,"410249, Strada Nicolae Bolcaș 41/A, Oradea, România",Oradea,4.4,111,google_places,2026-02-11T11:03:34Z
ChIJT-TqBntHRkcR-bHZUYQJjLQ,AD Garage Cidan Srl,large,,0745 245 861,http://www.adgarage.ro/,"Strada Nojoridului 49, 417498 Oradea, România",417498 Oradea,4.4,380,google_places,2026-02-11T11:03:37Z
ChIJFYoUmVY5RkcRy_tDGKdXAkY,Auto Cosmi,medium,,0745 560 354,http://www.autocosmi.ro/,"Strada Ciheiului 130, 410600 Oradea, România",410600 Oradea,4.8,64,google_places,2026-02-11T11:03:53Z
ChIJfXuTV9pHRkcR6m_UaSTkDgU,Bosch Car Service - Auto Care,medium,,0740 259 825,https://www.altes.ro/,"Strada Simion Bărnuțiu 39A, 410204 Oradea, România",410204 Oradea,4.1,192,google_places,2026-02-11T11:03:54Z
ChIJRTr2fzJGRkcRG2dB7Enafx8,Centru Constatare Daune Exchange Car Omniasig Hellas Groupama Axeria Generali Asirom Allianz * PRETTY CAR Service Auto Oradea,large,daune@prettycar.ro,0763 535 555,http://www.prettycar.ro/,"Str. Ogorului nr. 208, 410554 Oradea, România",410554 Oradea,4.4,401,google_places,2026-02-11T11:03:56Z
ChIJoRXWCbA5RkcR7ztkNMgOj-k,B&B Service Auto Oradea,small,,0755 017 442,https://expertilocali.ro/bb-service-auto-oradea/,"Strada Americii 43A, 410000 Oradea, România",410000 Oradea,4.7,13,google_places,2026-02-11T11:03:56Z
ChIJ9W2WpOoLSUcRrXVOBAqIp3Q,Omixpert Service,medium,GRAD@20..48,0754 574 226,https://omixpert.ro/,"Bulevardul Muncii 16-18, 400641 Cluj-Napoca, România",400641 Cluj-Napoca,5,99,google_places,2026-02-11T11:22:56Z
ChIJ5Y15fzb5sUARzuYwCem2yPE,Das Auto Garage Morarilor Castrol Service,large,office@dasautogarage.ro,031 436 2723,http://www.dasautogarage.ro/,"Șos. Morarilor 4c, 022452 București, România",022452 București,4.2,436,google_places,2026-02-12T06:20:41Z
ChIJIRfHBQADskARNRdt1eFmlA4,Vulcanizare Auto Non-Stop sector 1,small,,0730 056 121,,"Bulevardul Bucureștii Noi 163, 000000 București, România",000000 București,4.2,39,google_places,2026-02-12T06:20:44Z
ChIJMWSZ-Nf4sUARG9ZttZYKt48,ONE BY CAFADARU AMANET AUTO,large,CONTACT@ONEBYCAFADARU.RO,0791 100 100,https://www.cafyjr.ro/,"Strada Baicului 64, 021781 București, România",021781 București,4.1,328,google_places,2026-02-12T06:20:49Z
ChIJBfxXDZj4sUARqe5wCT5ifZ0,Incarcare Freon Auto,large,office@incarcarefreon-auto.ro,0720 373 377,http://www.incarcarefreon-auto.ro/,"Strada Gheorghe Țițeica 94-96, 020303 București, România",020303 București,4.5,340,google_places,2026-02-12T06:20:51Z
ChIJh7TV7NP4sUARpPFlhyBHL6I,ELCAR PROMT AUTO,medium,kocsisrobert978@gmail.com,0790 564 300,https://expertilocali.ro/elcar-prompt-auto/,"Strada Ritmului 31, 021676 București, România",021676 București,4.5,95,google_places,2026-02-12T06:20:52Z
ChIJgzox-xL5sUARVgEmt6PQRuw,Car Experts,small,,0725 562 178,,"Strada Luigi Galvani, 020362 București, România",020362 București,4.6,38,google_places,2026-02-12T06:20:53Z
ChIJxbLaeSj_sUARpMNO2smtGKw,EDI COM AUTO SERVICE 97,small,edy4x4@yahoo.ro,0722 209 936,http://www.edicomautoservice97.ro/,"Str. Delea Veche, 33, Bucuresti-Sector 2, Bucuresti, 24101, 030167 București, România",030167 București,3.9,34,google_places,2026-02-12T06:20:54Z
ChIJH1CaMiL5sUARQn-98HwjGFc,Bosch Car Service - VOLKSGARAGE,medium,office@volksgarage.ro,0374 966 956,https://www.volksgarage.ro/,"021677 Pantelimon, România",021677 Pantelimon,4.6,121,google_places,2026-02-12T06:20:56Z
ChIJS1C4VpD4sUARTWTif0OWoVU,Grand Auto Parts,medium,,0722 538 163,http://www.auto-part.ro/,"Strada Petricani 40, 077190 București, România",077190 București,4,78,google_places,2026-02-12T06:20:57Z
ChIJQzQW3MH-sUART38J1NsSVJw,ITP Dristor,large,contact@itpdristor.ro,0724 359 242,https://www.itpdristor.ro/,"Int. Părului 4, 031704 București, România",031704 București,4.8,1120,google_places,2026-02-12T06:21:01Z
ChIJHVjQ4T7_sUARt3rmC5Ya_3I,Service Mobil Tester Electrician Auto,large,,0724 780 607,,"DIAGNOZA AUTO/ ELECTRICIAN AUTO, Mecanic auto, 031863 București, România",031863 București,4.4,251,google_places,2026-02-12T06:21:01Z
ChIJN_hugo_-sUARCOjeuS6GwtE,Service Auto First Class Professional,medium,office@autofirstclass.ro,0785 280 160,https://autofirstclass.ro/,"Bulevardul Energeticienilor 13-15, 032091 București, România",032091 București,3.9,198,google_places,2026-02-12T06:21:03Z
ChIJ9xQn1xL_sUAR9d5KJlC3hEo,Auto AS International,medium,office@autoasinternational.com,0745 108 223,https://autoasinternational.com/,"Strada Foișorului 114A, 031183 București, România",031183 București,4.3,183,google_places,2026-02-12T06:21:05Z
ChIJM-REi9H_sUAR5lD0mQ8CgnQ,AD GARAGE KING EUROSERVICE SRL,large,,0733 105 500,http://www.kingeuroservice.ro/,"Bulevardul Basarabia 250, 030351 București, România",030351 București,4.4,277,google_places,2026-02-12T06:21:09Z
ChIJn9yhmpH-sUARFv6ygZoBNmM,Aldo Service,medium,,0734 282 620,https://aldoservice.ro/,"Strada Locotenent Nicolae Pascu 61-63, 032073 București, România",032073 București,4.7,177,google_places,2026-02-12T06:21:09Z
ChIJqTJdv4T_sUAR9Mfrz5Gj5xM,Itp Berceni Garage,medium,,0771 386 393,,"Strada Sergent Ion Iriceanu 35, 042075 București, România",042075 București,4.9,127,google_places,2026-02-12T06:21:12Z
ChIJl9OFJ4j-sUAR1fmRTMrDCJc,AutoK9 RMV SRL,large,office@autok9.ro,021 317 3737,https://autok9.ro/,"Șoseaua Vitan-Bârzești nr. 5-7, 042121 București, România",042121 București,4.3,282,google_places,2026-02-12T06:21:14Z
ChIJP_XFKgT_sUARXGLId6TbMFE,Super Trafic,medium,office@supertrafic.eu,021 337 4041,https://www.supertrafic.eu/,"Calea Șerban Vodă 188, 040214 București, România",040214 București,4.6,125,google_places,2026-02-12T06:21:18Z
ChIJ4Q-Hngv-sUARz_K7vSq0CxY,Master Hyperion Service,large,,0723 309 820,http://mhs-centrucasetedirectie.ro/,"Șoseaua Berceni 46, 041918 București, România",041918 București,4.5,308,google_places,2026-02-12T06:21:19Z
ChIJa6oCvrn_sUARICJNMy-g8II,bForce Service,large,office@bforce.ro,0720 535 010,https://www.bforce.ro/,"Strada Brebenei 20, 052415 București, România",052415 București,4.3,750,google_places,2026-02-12T06:21:37Z
ChIJrYk3wYb_sUAR8cHMJlubuSw,Vulcanizare Auto Sava,medium,office@vulcanizare-sava.ro,0722 349 544,http://vulcanizare-sava.ro/contact,"Strada Antiaeriană 35, 061344 București, România",061344 București,4.5,183,google_places,2026-02-12T06:21:40Z
ChIJ6ahrSe8BskARwIL6BCohRjk,Shaken Auto | I.T.P. fara programare,large,office@itp-sector6.ro,0726 489 332,https://itp-sector6.ro/,"Drumul Sării 148, 061344 București, România",061344 București,4.9,1014,google_places,2026-02-12T06:21:42Z
ChIJZX3IoS8BskAR55OkBSurqPQ,Geo & Sorbat Vopsitorie Tinichigerie Auto,small,,0726 702 478,,"Str. Dâmbovița 11, 077042 București, România",077042 București,5,5,google_places,2026-02-12T06:21:42Z
ChIJa4-VBqUBskARxEsPIKd2vfk,Service Rusu Cars - Vulcanizare,large,,0726 175 318,,"Bd. Uverturii, 108, Bucuresti-Sector 6, Bucuresti, 60937, 077042 București, România",077042 București,4.2,483,google_places,2026-02-12T06:21:43Z
ChIJIWR_ejQBskARXlNj4xriTn4,Service & Freon ATX Auto,medium,,0732 643 897,,"Șoseaua Virtuții 25, Corp B, 060786 București, România",060786 București,4,115,google_places,2026-02-12T06:21:43Z
ChIJy9FYq8UcskARGo5ZyY-uKcE,Bosch Car Service - Mevas Auto Center,large,office@mevas-auto.ro,0762 222 252,https://www.mevas-auto.ro/,"Strada Avram Iancu 22-26, 075100 Otopeni, România",075100 Otopeni,4.3,321,google_places,2026-02-12T06:21:47Z
ChIJ4Uk2QEoBskARIVX8SYG3S7A,ITP Chiajna,large,traiancapitanescu@yahoo.com,0722 700 725,https://inspectietehnica.ro/,"Strada Zorelelor Nr. 2A, 077040 Chiajna, România",077040 Chiajna,4.4,507,google_places,2026-02-12T06:21:49Z
ChIJUSRJvgH5sUAROZrPqwSgL10,Bet Auto Service,medium,,0726 226 622,,"Strada Drumul Garii 8, 077085 București, România",077085 București,3.8,154,google_places,2026-02-12T06:21:49Z
ChIJyfWTwD_3sUARuh309M6rYOU,Adysim Auto Service,medium,,0737 900 000,,"Șoseaua Petrăchioaia 43, 077010 Afumați, România",077010 Afumați,4.8,99,google_places,2026-02-12T06:21:49Z
ChIJfS4LozAMSUcRI3adqB3ONow,Vadauto,large,,0371 236 221,https://www.vadauto.ro/,"Strada Constantin Brâncuși 91, 400458 Cluj-Napoca, România",400458 Cluj-Napoca,4.4,212,google_places,2026-02-12T06:21:53Z
ChIJ3fM6bnsNSUcR4G97FJzTwCo,MotorTime,large,,0748 175 518,https://motortime.ro/,"Str. Fabricii de Zahăr 113, 400631 Cluj-Napoca, România",400631 Cluj-Napoca,4.7,550,google_places,2026-02-12T06:21:54Z
ChIJr6JHBgALSUcRdLrE_KMo1bA,Service Auto- AutoFix Master,small,,0759 183 488,https://autofix-master.ro/,"QJRM+95W in incinta la CUG, Bulevardul Muncii nr.18, 400641 Cluj-Napoca, România",400641 Cluj-Napoca,4.9,27,google_places,2026-02-12T06:22:01Z
ChIJi_9OTz4NSUcRYy0gpcwX5vQ,DS Service,large,,0741 776 238,https://dsauto.autovit.ro/,"Someșeni, 400397 Cluj-Napoca, România",400397 Cluj-Napoca,4.8,226,google_places,2026-02-12T06:22:05Z
ChIJvaR7GcAPSUcRam7mswR7wac,Gulacsi Auto Service,large,,0744 633 232,https://www.reparat-indreptat-janteauto-cluj.ro/ro/index.php,"Strada Oașului 50, 400246 Cluj-Napoca, România",400246 Cluj-Napoca,4.7,264,google_places,2026-02-12T06:22:11Z
ChIJAdZMvWoMSUcRrs3KpyIp2Iw,M&V Auto,medium,,0744 564 877,http://www.mvauto.ro/,"Strada Alexandru Vaida Voevod 55, 400436 Cluj-Napoca, România",400436 Cluj-Napoca,4.9,190,google_places,2026-02-12T06:22:12Z
ChIJmZq1Ec8NSUcR-0XAndwL17s,Autosel,medium,,0744 322 034,https://www.autosel-service.ro/,"Calea Turzii 170, 400495 Cluj-Napoca, România",400495 Cluj-Napoca,4.5,155,google_places,2026-02-12T06:22:15Z
ChIJ0cdckAcMSUcRN8Au0AIZYbQ,Omega Plus,medium,,0744 704 035,,"Strada Mărgăului, 400394 Cluj-Napoca, România",400394 Cluj-Napoca,4.9,62,google_places,2026-02-12T06:22:16Z
ChIJ06J5TOcOSUcRZ9c3C5oNKPQ,Auto Life,medium,react-dom@18.3.1,0740 016 420,https://www.serviceautolife.ro/,"Strada Paris 126, 400137 Cluj-Napoca, România",400137 Cluj-Napoca,4.5,112,google_places,2026-02-12T06:22:16Z
ChIJuYOjqVUJSUcRvYsAnRFprl4,autoFYG,large,,0720 534 603,http://autofyg.ro/,"Strada Oașului 74, 400641 Cluj-Napoca, România",400641 Cluj-Napoca,4.3,258,google_places,2026-02-12T06:22:18Z
ChIJ0xnVc9wOSUcRE_Yy3NEP2sk,Auto Sport System,large,,0728 061 061,http://www.autosportsystem.ro/,"Strada Bethlen Gábor 3-5, 400230 Cluj-Napoca, România",400230 Cluj-Napoca,4.5,200,google_places,2026-02-12T06:22:21Z
ChIJn5XNfm5nRUcR4EbLOI8J5Hg,Planet S.R.L.,large,,0256 209 796,,"Strada Lugojului 13B, 300135 Timișoara, România",300135 Timișoara,4.7,244,google_places,2026-02-12T06:22:24Z
ChIJgy_9SPJnRUcRuaW8Z2qeNFA,Geometrie Roți,small,,0764 967 100,,"Calea Dorobanților, 300309 Timișoara, România",300309 Timișoara,4.9,38,google_places,2026-02-12T06:22:24Z
ChIJHderwpBnRUcRRBfnlBJa6Vw,Castrol Service Auto Ovarom,large,office@autoovarom.ro,0256 226 173,http://www.autoovarom.ro/,"Strada Miresei 12A, 300642 Timișoara, România",300642 Timișoara,4,829,google_places,2026-02-12T06:22:27Z
ChIJy9al9zRfRUcRYcFS_7wFxjY,Nidac Auto Service,medium,service@nidacauto.ro,0766 273 150,https://nidacauto.ro/,"Calea Stan Vidrighin 18, 307285 Timișoara, România",307285 Timișoara,4.8,70,google_places,2026-02-12T06:22:29Z
ChIJOcu8V2tnRUcRPUHo3xzbRZM,TAMauto Vulcanizare & Service Auto,large,,0731 008 281,http://www.tamauto.ro/,"Strada Gheorghe Adam 12, 300310 Timișoara, România",300310 Timișoara,4.4,325,google_places,2026-02-12T06:22:34Z
ChIJ2yA5RgtdRUcR3gy1XhBIKNU,Alin Premium Service TM,medium,alinpremiumservicetm@gmail.com,0770 698 864,https://serviceautotimisoara.ro/,"DN59 km 8+550, 307221 Timișoara, România",307221 Timișoara,4.8,67,google_places,2026-02-12T06:22:36Z
ChIJrRmF2Iz7ykARHSDge5us0OA,Vibromoto – Service Auto Iași,small,,0748 353 566,https://www.facebook.com/profile.php?id=100088721754855,"Strada Tabacului 30, 700441 Iași, România",700441 Iași,4.9,34,google_places,2026-02-12T06:22:39Z
ChIJE9yagU3lukARaQIEipJSh_s,MARTEOZ SERVICE 2001 S.R.L,medium,,0736 373 618,,"Str. Marinescu D., 20, Constanta, Constanta, 900277, Strada Dumitru Marinescu 20, 900178 Constanța, România",900178 Constanța,4.5,86,google_places,2026-02-12T06:22:42Z
ChIJZYjjVqflukARlhvqqryjRBc,Auto Technik Meister SRL,medium,office@auto-technik.ro,0733 239 280,http://www.auto-technik.ro/,"Bulevardul Aurel Vlaicu 170, 900330 Constanța, România",900330 Constanța,4.3,198,google_places,2026-02-12T06:22:45Z
ChIJJZe951PlukARC_bUKa8eAOM,GTE REP CAR srl,medium,,0784 656 522,http://www.gteservice.ro/,"Str. Luca, Strada Hatman Luca Arbore 45, 900022 Constanța, România",900022 Constanța,4.3,113,google_places,2026-02-12T06:22:50Z
ChIJVURRkvTvukARaE099U7mF3c,Statie ITP Auto Check Srl,large,contact@itpconstanta.ro,0749 480 000,https://itpconstanta.ro/,"Strada Interioară 3 3, 900330 Constanța, România",900330 Constanța,5,385,google_places,2026-02-12T06:22:50Z
ChIJGQlyy1H7ukARugQeCxdzbdU,Auto-Point,medium,,0723 630 101,http://www.auto-point.ro/,"Strada Ion Rațiu 115, Constanța, România",Constanța,4.4,122,google_places,2026-02-12T06:22:51Z
ChIJH-3tzav6ukARhHXxKWEvLr8,Motors Pronto,large,,0724 332 679,http://www.motors-pronto.ro/,"Strada Duiliu Zamfirescu 29, 900390 Constanța, România",900390 Constanța,4,250,google_places,2026-02-12T06:22:53Z
ChIJE7voqmvlukARsgHcrzdxL9M,SIGMA LC SERVICE,small,,0341 101 494,,"Intr. Gheorghe Hanes, 900178 Constanța, România",900178 Constanța,4.7,39,google_places,2026-02-12T06:22:53Z
ChIJlavtvpDXUkcRPaRwIL08clk,Auto Pyo Castrol Service (Stadion),large,,0251 534 575,,"Bulevardul Ilie Balaci 29, 200653 Craiova, România",200653 Craiova,4.4,519,google_places,2026-02-12T06:22:56Z
ChIJ55IhS_nWUkcRqDUuuCLas2A,Auto FIX Service,small,,,,"Strada Brestei 223, 200460 Craiova, România",200460 Craiova,4,28,google_places,2026-02-12T06:22:56Z
ChIJj4RxjnvXUkcRWVLWfGL75S8,WIN Motors,medium,,0754 888 195,,"Strada George Enescu 64, Craiova, România",Craiova,4,56,google_places,2026-02-12T06:22:57Z
ChIJaQPNgK3QUkcRk_7Opp1F9Bg,Sprinter Auto,medium,,0251 544 088,,"Strada Cocorului 16, Craiova, România",Craiova,4.5,62,google_places,2026-02-12T06:22:57Z
ChIJc7RUII3XUkcRTKPi_kW29x4,Service Auto Craiova,small,,0761 072 756,,"Strada Bicaz 30, Craiova, România",Craiova,5,6,google_places,2026-02-12T06:22:57Z
ChIJqdMrCdfZUkcRfFtk4sHpqaw,Dabian Com SRL,large,,0765 337 772,https://www.listafirme.ro/dabian-com-srl-5218341/,"Strada Tufănele 22, 200233 Craiova, România",200233 Craiova,4.4,267,google_places,2026-02-12T06:23:00Z
ChIJMcw1dkzXUkcRfFVeyiAazIE,Service Auto KTY,small,,,,"Strada Bariera Vâlcii 319, Craiova, România",Craiova,4.8,17,google_places,2026-02-12T06:23:00Z
ChIJxX1DupDXUkcRaYlebzZjiG0,Auto Dac,small,,0351 446 996,,"Bulevardul Ilie Balaci, 200347 Craiova, România",200347 Craiova,2.7,10,google_places,2026-02-12T06:23:01Z
